id_oglasa,naslov,tip_nepremicnine,stevilo_sob_opis,stevilo_sob,cena,valuta,m2,leto_gradnje,nadstropje,opis_kratek,url_oglasa
7305959,LJ. CENTER,Stanovanje,5 in večsobno,,2750.0,EUR,190.0,2024,,"190 m2, 5 in večsobno, ""penthouse"", zgrajeno l. 2024, Ekskluzivni penthouse z razgledom, 4 spalnice, terasa, 2...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-stanovanje_7305959/
7350161,LJ. CENTER,Stanovanje,4-sobno,4.0,2000.0,EUR,208.2,1923,3/3,"208,2 m2, 4-sobno, zgrajeno l. 1923, adaptirano l. 2024, 3/3 nad., Oddamo 4-sobno stanovanje na Prulah neto tlorisne pov...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-stanovanje_7350161/
7389988,LJ. CENTER,Stanovanje,5 in večsobno,,2750.0,EUR,210.3,1912,,"210,3 m2, 5 in večsobno, zgrajeno l. 1912, oddamo. Cena: 2.750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-stanovanje_7389988/
7358518,LJ. CENTER,Stanovanje,4-sobno,4.0,3500.0,EUR,227.0,2007,3/5,"227 m2, 4-sobno, zgrajeno l. 2007, 3/5 nad., Vila Grad v centru Ljubljane, moderno stanovanje za pare ali družine, oddam...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-stanovanje_7358518/
6790643,LJ. CENTER,Stanovanje,4-sobno,4.0,3500.0,EUR,250.0,1520,1,"250 m2, 4-sobno, zgrajeno l. 1520, adaptirano l. 2010, 1. nad., oddamo. Cena: 3.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-stanovanje_6790643/
7347449,LJ. CENTER,Stanovanje,5 in večsobno,,4000.0,EUR,285.0,1520,3/3,"285 m2, 5 in večsobno, zgrajeno l. 1520, adaptirano l. 2026, 3/3 nad., oddamo. Cena: 4.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-stanovanje_7347449/
7043138,LJ. CENTER,Stanovanje,5 in večsobno,,4000.0,EUR,337.0,2008,7/7,"337 m2, 5 in večsobno, ""penthouse"", zgrajeno l. 2008, adaptirano l. 2015, 7/7 nad., Penthouse na Železni cesti...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-stanovanje_7043138/
7411357,"LJ. CENTER, AŠKERČEVA",Stanovanje,Soba,,270.0,EUR,35.0,1933,1/2,"35 m2, soba, zgrajena l. 1933, adaptirana l. 2009, 1/2 nad., Večja dvoposteljna soba v študentskem stanovanju pri Aškerč...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-askerceva-stanovanje_7411357/
7408301,"LJ. CENTER, BAVARSKI DVOR",Stanovanje,4-sobno,4.0,1850.0,EUR,119.6,1956,4/7,"119,6 m2, 4-sobno, zgrajeno l. 1956, adaptirano l. 2025, 4/7 nad., funkcionalno razporejeno in zelo svetlo stanovanje z ...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-bavarski-dvor-stanovanje_7408301/
6938337,"LJ. CENTER, BEETHOVNOVA 9",Stanovanje,3-sobno,3.0,2800.0,EUR,117.0,1910,,"117 m2, 3-sobno, zgrajeno l. 1910, adaptirano l. 2011, Oddamo prenovljeno stanovanje v secesijski zgradbi na Beethovnovi...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-beethovnova-9-stanovanje_6938337/
7349504,"LJ. CENTER, BLIŽINA KRIŽANK",Stanovanje,3-sobno,3.0,1400.0,EUR,90.0,1607,2/3,"90 m2, 3-sobno, zgrajeno l. 1607, adaptirano l. 2022, 2/3 nad., 3-sobno staro meščansko stanovanje v bližini Križank, od...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-blizina-krizank-stanovanje_7349504/
7256174,"LJ. CENTER, BLIŽINA TIVOLIJA",Stanovanje,3-sobno,3.0,2300.0,EUR,110.7,1920,2/4,"110,7 m2, 3-sobno, zgrajeno l. 1920, adaptirano l. 2015, 2/4 nad., Na najboljši lokaciji oddamo zelo lepo in opremljeno ...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-blizina-tivolija-stanovanje_7256174/
7324073,"LJ. CENTER, CANKARJEVA ULICA",Stanovanje,3-sobno,3.0,1300.0,EUR,70.4,1990,1/1,"70,4 m2, 3-sobno, ""penthouse"", zgrajeno l. 1990, adaptirano l. 2022, 1/1 nad., posredujemo pri oddaji zelo lep...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-cankarjeva-ulica-stanovanje_7324073/
6538364,"LJ. CENTER, CANKARJEVO NABREŽJE 1",Stanovanje,Garsonjera,,960.0,EUR,60.0,1897,4/4,"60 m2, garsonjera, zgrajena l. 1897, adaptirana l. 2022, 4/4 nad., na odlični, top lokaciji, strogi center, v Filipovem ...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-cankarjevo-nabrezje-1-stanovanje_6538364/
6735712,"LJ. CENTER, CANKARJEVO NABREŽJE 1",Stanovanje,1-sobno,1.0,960.0,EUR,60.0,1897,4/4,"60 m2, 1-sobno, zgrajeno l. 1897, adaptirano l. 2022, 4/4 nad., na odlični, top lokaciji, strogi center, v Filipovem dvo...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-cankarjevo-nabrezje-1-stanovanje_6735712/
7085984,"LJ. CENTER, FERANTOV VRT",Stanovanje,4-sobno,4.0,2950.0,EUR,124.1,1969,4/6,"124,1 m2, 4-sobno, zgrajeno l. 1969, adaptirano l. 2023, 4/6 nad., Oddamo lepo urejeno in v celoti prenovljeno stanovanj...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-ferantov-vrt-stanovanje_7085984/
7133503,"LJ. CENTER, GABRIJELČIČEV NADVOZ",Stanovanje,Garsonjera,,415.0,EUR,19.0,2019,P/2,"19 m2, garsonjera, poslovni apartma, zgrajena l. 2019, adaptirana l. 2024, 100 m2 zemljišča, P/2 nad., Na voljo z 30. se...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-gabrijelcicev-nadvoz-stanovanje_7133503/
7412707,"LJ. CENTER, GLONARJEVA ULICA",Stanovanje,Garsonjera,,850.0,EUR,32.9,2004,1/5,"32,9 m2, garsonjera, zgrajena l. 2004, 1/5 nad., Stanovanje v centru mesta le nekaj korakov od reke Ljubljanice, oddamo....",https://www.nepremicnine.net/oglasi-oddaja/lj-center-glonarjeva-ulica-stanovanje_7412707/
7383317,"LJ. CENTER, GORNJI TRG",Stanovanje,3-sobno,3.0,1800.0,EUR,121.4,1930,1,"121,4 m2, 3-sobno, zgrajeno l. 1930, adaptirano l. 2000, 1. nad., oddamo. Cena: 1.800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-gornji-trg-stanovanje_7383317/
7400359,"LJ. CENTER, GOSPOSVETSKA",Stanovanje,3-sobno,3.0,1600.0,EUR,98.0,1898,2/5,"98 m2, 3-sobno, zgrajeno l. 1898, adaptirano l. 2017, 2/5 nad., Stanovanje obsega predsobo, dnevno sobo z jedilnico in k...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-gosposvetska-stanovanje_7400359/
7278179,"LJ. CENTER, HUDOVERNIKOVA 11",Stanovanje,2-sobno,2.0,1100.0,EUR,54.0,1980,9/11,"54 m2, 2-sobno, zgrajeno l. 1980, 9/11 nad., Svetlo, 2-sobno stanovanje z balkonom in parkirnim mestom - 9. nadstropje, ...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-hudovernikova-11-stanovanje_7278179/
6490108,"LJ. CENTER, ILIRSKA/ TRUBARJEVA ULICA",Stanovanje,Garsonjera,,990.0,EUR,19.4,1964,2/8,"19,4 m2, garsonjera, zgrajena l. 1964, adaptirana l. 2024, 2/8 nad., Nazadnje prenovljena 2018 in 2024; dvigalo, central...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-ilirska-trubarjeva-ulica-stanovanje_6490108/
7315626,"LJ. CENTER, KAPITELJ",Stanovanje,4-sobno,4.0,2800.0,EUR,268.0,2000,4/5,"268 m2, 4-sobno, zgrajeno l. 2000, 4/5 nad., Oddamo 4 sobno stanovanje z dvema terasama in parkirnim mestom v garaži, od...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-kapitelj-stanovanje_7315626/
7330948,"LJ. CENTER, KODELJEVO",Stanovanje,4-sobno,4.0,1600.0,EUR,78.0,1969,3/4,"78 m2, 4-sobno, zgrajeno l. 1969, 3/4 nad., svetlo stanovanje v urejeni soseski, bližina narave, primerno za družino, od...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-kodeljevo-stanovanje_7330948/
7362584,"LJ. CENTER, MESARSKA",Stanovanje,"3,5-sobno",3.5,1800.0,EUR,115.0,2006,5/5,"115 m2, 3,5-sobno, dupleks, zgrajeno l. 2006, 5/5 nad., oddamo. Cena: 1.800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-mesarska-stanovanje_7362584/
7395976,"LJ. CENTER, MESARSKA CESTA",Stanovanje,2-sobno,2.0,1100.0,EUR,55.0,2007,P/4,"55 m2, 2-sobno, zgrajeno l. 2007, P/4 nad., Oddamo v celoti opremljeno 2-sobno stanovanje z velikim svetlim atrijem in g...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-mesarska-cesta-stanovanje_7395976/
7048333,"LJ. CENTER, MESTNI TRG",Stanovanje,Soba,,390.0,EUR,12.0,2023,1/3,"12 m2, soba, adaptirana l. 2023, 1/3 nad., Oddamo sobo na Mestnem trgu v Ljubljani, velikosti 12 m2. Primerna za študent...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-mestni-trg-stanovanje_7048333/
5910707,"LJ. CENTER, MESTNI TRG",Stanovanje,5 in večsobno,,3800.0,EUR,188.0,2007,3,"188 m2, 5 in večsobno, adaptirano l. 2007, 3. nad., prestižno opremljeno stanovanje s pogledom na grajski hrib: v dnevne...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-mestni-trg-stanovanje_5910707/
7398225,"LJ. CENTER, MIRJE",Stanovanje,2-sobno,2.0,1100.0,EUR,70.0,2023,P,"70 m2, 2-sobno, adaptirano l. 2023, pritličje, moderno in popolnoma opremljeno staromeščansko stanovanje. Klima, TV, WIF...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-mirje-stanovanje_7398225/
7409032,"LJ. CENTER, NASPROTI DRAME IN ŠUMIJA",Stanovanje,3-sobno,3.0,1800.0,EUR,109.0,1932,4/4,"109 m2, 3-sobno, dupleks, v stavbi zgrajeni l. 1932, adaptirano l. 2000, 4/4 nad., oddamo. Cena: do 1.800,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-nasproti-drame-in-sumija-stanovanje_7409032/
7308405,"LJ. CENTER, OB LJUBLJANICI",Stanovanje,5 in večsobno,,2500.0,EUR,121.3,1900,2/4,"121,3 m2, 5 in večsobno, zgrajeno l. 1900, adaptirano l. 2017, 2/4 nad., V popolnoma obnovljeni staro meščanski stavbi n...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-ob-ljubljanici-stanovanje_7308405/
6907018,"LJ. CENTER, PLAVA LAGUNA / - BEŽIGRAD",Stanovanje,Garsonjera,,1050.0,EUR,27.0,1974,5/8,"27 m2, garsonjera, poslovni apartma, zgrajena l. 1974, adaptirana l. 2021, 5/8 nad., oddamo. Cena: 1.050,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-plava-laguna--bezigrad-stanovanje_6907018/
7357771,"LJ. CENTER, POD GRADOM",Stanovanje,"1,5-sobno",1.5,750.0,EUR,35.0,1965,4/4,"35 m2, 1,5-sobno, zgrajeno l. 1965, adaptirano l. 2010, 4/4 nad., oddamo. Cena: 750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-pod-gradom-stanovanje_7357771/
7368233,"LJ. CENTER, POGLED NA LJUBLJANICO",Stanovanje,2-sobno,2.0,1100.0,EUR,44.8,1807,1/3,"44,8 m2, 2-sobno, zgrajeno l. 1807, adaptirano l. 2015, 1/3 nad., Vzdolž Cankarjevega nabrežja se v obnovljeni stavbi od...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-pogled-na-ljubljanico-stanovanje_7368233/
7395322,"LJ. CENTER, POLJANSKA CESTA",Stanovanje,2-sobno,2.0,1000.0,EUR,59.0,1860,P/1,"59 m2, 2-sobno, zgrajeno l. 1860, adaptirano l. 2026, P/1 nad., Stanovanje na voljo od oktobra, prenova v teku in možnos...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-poljanska-cesta-stanovanje_7395322/
7361736,"LJ. CENTER, POLJANSKA, DVIGALO",Stanovanje,"4,5-sobno",4.5,3000.0,EUR,120.0,1929,VP/4,"120 m2, 4,5-sobno, zgrajeno l. 1929, adaptirano l. 2025, VP/4 nad., oddamo. Cena: 3.000,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-poljanska-dvigalo-stanovanje_7361736/
7355624,"LJ. CENTER, PRI TRGU REPUBLIKE",Stanovanje,2-sobno,2.0,1100.0,EUR,48.6,1961,3/5,"48,6 m2, 2-sobno, zgrajeno l. 1961, adaptirano l. 2019, 3/5 nad., Na mirni lokaciji v centru mesta oddamo stanovanje, ki...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-pri-trgu-republike-stanovanje_7355624/
7370983,"LJ. CENTER, RESLJEVA CESTA",Stanovanje,2-sobno,2.0,1300.0,EUR,50.0,1950,2/4,"50 m2, 2-sobno, zgrajeno l. 1950, adaptirano l. 2017, 2/4 nad., oddamo. Cena: 1.300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-resljeva-cesta-stanovanje_7370983/
7391989,"LJ. CENTER, RESLJEVA CESTA",Stanovanje,3-sobno,3.0,3500.0,EUR,101.7,1929,1/2,"101,7 m2, 3-sobno, zgrajeno l. 1929, adaptirano l. 2010, 1/2 nad., zelo lepo in prostorno meščansko stanovanje s parkirn...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-resljeva-cesta-stanovanje_7391989/
6955339,"LJ. CENTER, RIMSKA 2",Stanovanje,2-sobno,2.0,950.0,EUR,50.0,1930,1/2,"50 m2, 2-sobno, zgrajeno l. 1930, adaptirano l. 2023, 1/2 nad., oddamo. Cena: 950,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-rimska-2-stanovanje_6955339/
7412866,"LJ. CENTER, ROŽNA DOLINA",Stanovanje,3-sobno,3.0,2495.0,EUR,116.2,2015,1,"116,2 m2, 3-sobno, zgrajeno l. 2015, 1. nad., Na odlični lokaciji v Rožni dolini, tik ob Rožniku, oddamo prostorno, svet...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-rozna-dolina-stanovanje_7412866/
7391015,"LJ. CENTER, SCHELLENBURG",Stanovanje,2-sobno,2.0,2500.0,EUR,68.6,2023,P/7,"68,6 m2, 2-sobno, zgrajeno l. 2023, P/7 nad., oddamo. Cena: 2.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-schellenburg-stanovanje_7391015/
7363317,"LJ. CENTER, SCHELLENBURG",Stanovanje,2-sobno,2.0,2400.0,EUR,91.52,2023,5/7,"91,52 m2, 2-sobno, zgrajeno l. 2023, 5/7 nad., Schellenburg, oddamo. Cena: 2.400,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-schellenburg-stanovanje_7363317/
6842339,"LJ. CENTER, SCHELLENBURG",Stanovanje,3-sobno,3.0,3300.0,EUR,102.3,2024,3,"102,3 m2, 3-sobno, zgrajeno l. 2024, 3. nad., prestižno luksuzno trisobno stanovanje v srčiki schellenburga, oddamo. Cen...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-schellenburg-stanovanje_6842339/
7407595,"LJ. CENTER, SITULA",Stanovanje,2-sobno,2.0,1500.0,EUR,91.7,2012,3/20,"91,7 m2, 2-sobno, zgrajeno l. 2012, 3/20 nad., popolnoma opremljeno z balkonom(ložo),pripada mu še kletna shramba v izme...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-situla-stanovanje_7407595/
7398356,"LJ. CENTER, SLOMŠKOVA ULICA",Stanovanje,Garsonjera,,800.0,EUR,25.0,2025,P/4,"25 m2, garsonjera, adaptirana l. 2025, P/4 nad., Popolnoma opremeljena garsonjera na voljo za najem od 1.10.2026 dalje, ...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-slomskova-ulica-stanovanje_7398356/
7362879,"LJ. CENTER, SLOVENSKA CESTA 51",Stanovanje,"2,5-sobno",2.5,2200.0,EUR,122.0,1900,4/4,"122 m2, 2,5-sobno, dupleks, zgrajeno l. 1900, adaptirano l. 2024, 4/4 nad., Oddamo dupleks stanovanje na odlični lokacij...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-slovenska-cesta-51-stanovanje_7362879/
7397718,"LJ. CENTER, STARA",Stanovanje,Garsonjera,,700.0,EUR,25.0,1850,2/3,"25 m2, garsonjera, zgrajena l. 1850, adaptirana l. 2015, 2/3 nad., Prijetna garsonjera v srcu Ljubljane, pri Pravni faku...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-stara-stanovanje_7397718/
7091429,"LJ. CENTER, STARA",Stanovanje,"1,5-sobno",1.5,900.0,EUR,34.0,1886,3/4,"34 m2, 1,5-sobno, zgrajeno l. 1886, adaptirano l. 2015, 3/4 nad., 34 m2, 1,5-sobno, zgrajeno l. 1860, adaptirano l. 2015...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-stara-stanovanje_7091429/
6860203,"LJ. CENTER, STARA",Stanovanje,4-sobno,4.0,2300.0,EUR,121.3,1900,2/4,"121,3 m2, 4-sobno, zgrajeno l. 1900, adaptirano l. 2018, 2/4 nad., oddamo. Cena: 2.300,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-stara-stanovanje_6860203/
7404440,"LJ. CENTER, STRELIŠKA ULICA",Stanovanje,2-sobno,2.0,1100.0,EUR,54.05,1959,2/10,"54,05 m2, 2-sobno, zgrajeno l. 1959, adaptirano l. 2023, 2/10 nad., LJ. center, poljane, 56,4 m2, 2-sobno, zgrajeno l. 1...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-streliska-ulica-stanovanje_7404440/
7395554,"LJ. CENTER, ŠTUDENTOVSKA",Stanovanje,3-sobno,3.0,1240.0,EUR,70.0,2020,1,"70 m2, 3-sobno, adaptirano l. 2020, 1. nad., oddamo. Cena: 1.240,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-studentovska-stanovanje_7395554/
7363273,"LJ. CENTER, ŠUMI, SLOVENSKA CESTA",Stanovanje,3-sobno,3.0,3100.0,EUR,114.0,2023,3/6,"114 m2, 3-sobno, zgrajeno l. 2023, 3/6 nad., s parkirnim mestom v garaži, oddamo. Cena: 3.100,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-sumi-slovenska-cesta-stanovanje_7363273/
7340847,"LJ. CENTER, TABOR",Stanovanje,4-sobno,4.0,1750.0,EUR,112.0,2015,5,"112 m2, 4-sobno, adaptirano l. 2015, 5. nad., V prijetnem in urejenem stanovanjskem kompleksu oddamo svetlo in sončno 4-...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-tabor-stanovanje_7340847/
7403747,"LJ. CENTER, TOP LOKACIJA OB LJUBLJANICI",Stanovanje,5 in večsobno,,2800.0,EUR,233.6,1920,1/2,"233,6 m2, 5 in večsobno, zgrajeno l. 1920, adaptirano l. 2010, 1/2 nad., Oddamo zelo lepo in prostorno stanovanje v komp...",https://www.nepremicnine.net/oglasi-oddaja/lj-center-top-lokacija-ob-ljubljanici-stanovanje_7403747/
7403862,"LJ. CENTER, TRUBARJEVA CESTA",Stanovanje,Garsonjera,,900.0,EUR,37.0,2023,1/2,"37 m2, garsonjera, adaptirana l. 2023, 1/2 nad., Trubarjeva cesta, 37 m2, s 1.10.2026, oddamo. Cena: 900,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-center-trubarjeva-cesta-stanovanje_7403862/
7415094,LJ. MOSTE,Stanovanje,Soba,,230.0,EUR,16.0,1975,P/2,"16 m2, soba, zgrajena l. 1975, adaptirana l. 2015, 10 m2 zemljišča, P/2 nad., Vseljivo TAKOJ - Varščine-depozita NI-prij...",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_7415094/
7411447,LJ. MOSTE,Stanovanje,Soba,,250.0,EUR,40.0,1990,M,"40 m2, soba, zgrajena l. 1990, adaptirana l. 2022, mansarda, 2-posteljna soba 40 m2 z dnevno študijskim delom, kuhinja, ...",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_7411447/
7412973,LJ. MOSTE,Stanovanje,Garsonjera,,560.0,EUR,45.0,1989,M,"45 m2, garsonjera, zgrajena l. 1989, adaptirana l. 2021, mansarda, Garsonjera z dnevnim in študijskim delom, kopalnica i...",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_7412973/
7409599,LJ. MOSTE,Stanovanje,2-sobno,2.0,790.0,EUR,48.5,1961,4/4,"48,5 m2, 2-sobno, zgrajeno l. 1961, adaptirano l. 2012, 4/4 nad., oddamo. Cena: 790,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_7409599/
7408412,LJ. MOSTE,Stanovanje,2-sobno,2.0,1100.0,EUR,67.3,1968,12/12,"67,3 m2, 2-sobno, zgrajeno l. 1968, 12/12 nad., Posredujemo pri oddaji 2 sobnega stanovanja sestavljenega iz; hodnika, k...",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_7408412/
7383209,LJ. MOSTE,Stanovanje,2-sobno,2.0,890.0,EUR,69.0,1981,3,"69 m2, 2-sobno, zgrajeno l. 1981, 3. nad., v bloku, razporeditev prostorov ( predprostor, kopalnica, večja spalnica in d...",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-stanovanje_7383209/
7403888,"LJ. MOSTE, BLIŽINA BTC",Stanovanje,Soba,,260.0,EUR,14.0,1990,M/2,"14 m2, soba, zgrajena l. 1990, adaptirana l. 2025, M/2 nad., oddamo. Cena: cca 260,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-blizina-btc-stanovanje_7403888/
7403939,"LJ. MOSTE, KAJUHOVA",Stanovanje,2-sobno,2.0,890.0,EUR,60.0,1968,3,"60 m2, 2-sobno, zgrajeno l. 1968, 3. nad., oddamo. Cena: 890,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-kajuhova-stanovanje_7403939/
7409594,"LJ. MOSTE, KODELJEVO",Stanovanje,"1,5-sobno",1.5,750.0,EUR,40.7,1929,VP,"40,7 m2, 1,5-sobno, zgrajeno l. 1929, visoko pritličje, obnovljeno, oddamo. Cena: 750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-kodeljevo-stanovanje_7409594/
7411992,"LJ. MOSTE, KODELJEVO",Stanovanje,"1,5-sobno",1.5,750.0,EUR,50.0,1939,PK,"50 m2, 1,5-sobno, zgrajeno l. 1939, adaptirano l. 2007, polklet, oddamo. Cena: 750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-kodeljevo-stanovanje_7411992/
7413744,"LJ. MOSTE, NOVE JARŠE",Stanovanje,2-sobno,2.0,850.0,EUR,68.4,1973,1,"68,4 m2, 2-sobno, zgrajeno l. 1973, 1. nad., oddamo. Cena: 850,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-nove-jarse-stanovanje_7413744/
7293787,"LJ. MOSTE, POD GOLOVCEM",Stanovanje,Soba,,340.0,EUR,12.0,2001,1/2,"12 m2, soba, zgrajena l. 2001, adaptirana l. 2014, 1/2 nad., oddamo. Cena: 340,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-pod-golovcem-stanovanje_7293787/
7395661,"LJ. MOSTE, ŠKERJANČEVA",Stanovanje,"1,5-sobno",1.5,750.0,EUR,42.0,1976,VP/3,"42 m2, 1,5-sobno, zgrajeno l. 1976, adaptirano l. 2012, VP/3 nad., oddamo. Cena: 750,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-skerjanceva-stanovanje_7395661/
6509188,"LJ. MOSTE, ZALOŠKA CESTA",Stanovanje,Soba,,350.0,EUR,18.0,2017,,"18 m2, soba, adaptirana l. 2017, oddam sobo, s souporabo kuhinje in kopalnice, oddamo. Cena: 350,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-moste-zaloska-cesta-stanovanje_6509188/
7270548,LJ. ŠIŠKA,Stanovanje,Soba,,450.0,EUR,20.0,1980,M/2,"20 m2, soba, zgrajena l. 1980, adaptirana l. 2016, M/2 nad., oddamo. Cena: 450,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_7270548/
7414576,LJ. ŠIŠKA,Stanovanje,Garsonjera,,570.0,EUR,26.8,1971,3/3,"26,8 m2, garsonjera, zgrajena l. 1971, 3/3 nad., Prijetna garsonjera v Šiški, oddamo. Cena: 570,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_7414576/
7391958,LJ. ŠIŠKA,Stanovanje,2-sobno,2.0,650.0,EUR,45.0,1963,1,"45 m2, 2-sobno, zgrajeno l. 1963, 1. nad., oddamo. Cena: 650,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_7391958/
7414749,LJ. ŠIŠKA,Stanovanje,Garsonjera,,1100.0,EUR,45.34,2008,P,"45,34 m2, garsonjera, zgrajena l. 2008, pritličje, oddamo. Cena: 1.100,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_7414749/
7388345,LJ. ŠIŠKA,Stanovanje,2-sobno,2.0,1290.0,EUR,46.8,2023,4/16,"46,8 m2, 2-sobno, zgrajeno l. 2023, 4/16 nad., oddamo. Cena: 1.290,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_7388345/
7368071,LJ. ŠIŠKA,Stanovanje,2-sobno,2.0,1500.0,EUR,52.4,2023,3/22,"52,4 m2, 2-sobno, novogradnja - zgr. l. 2023, 3/22 nad., oddamo. Cena: 1.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_7368071/
7395125,LJ. ŠIŠKA,Stanovanje,2-sobno,2.0,1500.0,EUR,63.0,2023,11/22,"63 m2, 2-sobno, zgrajeno l. 2023, 11/22 nad., oddamo. Cena: 1.500,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_7395125/
7212926,LJ. ŠIŠKA,Stanovanje,"2,5-sobno",2.5,1600.0,EUR,70.0,2024,11,"70 m2, 2,5-sobno, zgrajeno l. 2024, 11. nad., urbani prestiž: 2,5-sobno stanovanje z ikoničnim pogledom na grad, oddamo....",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_7212926/
7405848,LJ. ŠIŠKA,Stanovanje,3-sobno,3.0,1200.0,EUR,72.0,1948,1/3,"72 m2, 3-sobno, zgrajeno l. 1948, adaptirano l. 2026, 1/3 nad., Oddaja svetlega in prenovljenega 3-sobnega stanovanja z ...",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_7405848/
7392129,LJ. ŠIŠKA,Stanovanje,"2,5-sobno",2.5,1200.0,EUR,74.0,1964,1,"74 m2, 2,5-sobno, zgrajeno l. 1964, adaptirano l. 2014, 1. nad., Stanovanje v Šiški, oddamo. Cena: 1.200,00 EUR/mes",https://www.nepremicnine.net/oglasi-oddaja/lj-siska-stanovanje_7392129/
